,шанс,чувств,форма,феновет,факта,участва,уважава,треньор,тренировъч,тежък,такава,стойка,стане,срещата,способен,специал,софия,силен,самият,разбир,път,пулев,приятел,пресира,почивк,постижени,помогн,получи,оценява,остан,общо,нокаутира,неприят,необходим,нататъ,направ,найваж,надал,място,моя,миналат,кубрат,край,клей,качеств,карам,каквот,кажа,истинск,интересува,изобщ,играт,земя,здрав,единств,дължи,добри,децата,голям,вярвам,вълнува,взето,вериги,бърз,боксов,бокс,близък,чужбин,чудесно,фокусира,успях,състезател,страхотно,световен,радвам,процес,проблем,предлож,покаже,подобрият,подготвя,подготв,план,обрат,никак,наясно,напоследък,найдоб,мотивир,момчет,млад,клуб,искам,иначе,доказва,докажа,двубой,върха,видим,важен,бързин,Class
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1265789001357093,0.0,0.14482128725750235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20719242078932168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523409349421319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08662076178095023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11493843823074895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11493843823074895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0657516085307179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11644033425246485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545064934881236,0.0,0.08838688459373213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2529060876587818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545064934881236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17677376918746426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15300749273961742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15300749273961742,0.0,0.0,0.0,0.0,0.0,0.0,0.13373393173247033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15300749273961742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876927479677737,0.0,0.0,0.07177054279042967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0876927479677737,0.0,0.0,0.0,0.0,0.0,0.0876927479677737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07177054279042967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05712074084084087,0.0,0.0,0.0,0.0,0.0,0.0,0.0876927479677737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
16,0.0,0.0,0.03768828159272162,0.0,0.0,0.0,0.0,0.0,0.05194332380662243,0.0,0.10388664761324486,0.0,0.0,0.0,0.0,0.05785970087919416,0.0,0.0,0.0,0.0,0.0,0.0,0.04735422522416241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05785970087919416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05785970087919416,0.0,0.11571940175838832,0.05785970087919416,0.0,0.0,0.0,0.0,0.04043444531109068,0.05785970087919416,0.0,0.05785970087919416,0.0,0.0,0.0,0.0,0.0,0.0,0.05785970087919416,0.0,0.06619836602052323,0.0,0.0,0.0,0.0,0.06619836602052323,0.0,0.19859509806156966,0.06619836602052323,0.06619836602052323,0.0,0.0,0.0,0.0,0.06619836602052323,0.0,0.04043444531109068,0.0,0.0,0.0,0.0,0.04735422522416241,0.0,0.0,0.0,0.0,0.024760517868932557,0.0,0.17357910263758244,0.06619836602052323,0.07053198704792861,0.06619836602052323,0.0,0.06619836602052323,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19686755703545644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17673709173613422,0.0,0.0,0.19686755703545644,0.0,0.19686755703545644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19686755703545644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10990730492633677,0.0,0.0,0.0,0.05746819369702644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1536438188018435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07682190940092175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,0.0,0.0,0.1299119867249478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179049298817561,0.0,0.0,0.0,0.0,0.1632306175477003,0.0,0.0,0.0,0.0,0.0,0.0,0.179049298817561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22818661091017414,0.0,0.08534982049467618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.09919838228142057,0.0,0.0,0.0,0.0,0.05738536511526667,0.03417968048808595,0.0,0.03417968048808595,0.0,0.03417968048808595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07614553495072827,0.10253904146425784,0.0,0.0,0.03417968048808595,0.0,0.0,0.03807276747536414,0.0,0.03807276747536414,0.0,0.03807276747536414,0.0,0.0,0.0,0.04355976540581676,0.0,0.0,0.0,0.03807276747536414,0.0,0.03417968048808595,0.03807276747536414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683593609761719,0.0,0.0,0.0,0.0,0.03807276747536414,0.09347990286191757,0.031159967620639186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049599191140710285,0.03807276747536414,0.0,0.0,0.0,0.04355976540581676,0.0,0.0,0.0,0.0,0.0,0.031159967620639186,0.0,0.028692682557633336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21,0.10198486830451073,0.0,0.0664302507004347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166827954170178,0.0,0.1166827954170178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08346767006680048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04364347059600182,0.1166827954170178,0.0,0.07127070339729966,0.0,0.0,0.10198486830451073,0.0,0.0,0.0,0.0,0.1166827954170178,0.0,0.0,0.0,0.0,0.1166827954170178,0.0,0.0,0.0,0.1166827954170178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1166827954170178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11329086692862846,0.0,0.0,0.0,0.0,0.11329086692862846,0.0,0.0,0.11329086692862846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09272086006078922,0.0,0.0,0.0,0.0,0.0,0.20341287963079696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06480909995872923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10454405787993404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587134499074762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587134499074762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227067612233582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113533806116791,0.0,0.10454405787993404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,0.04275840887058069,0.0,0.0,0.0,0.0,0.0,0.0,0.0322239105204771,0.0,0.0,0.0,0.09784139073860036,0.038386197019196586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038386197019196586,0.0,0.0,0.0,0.0,0.0,0.048920695369300174,0.0,0.0,0.0,0.0,0.024460347684650087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04275840887058069,0.0,0.03499484603475368,0.04275840887058069,0.0,0.048920695369300174,0.0,0.0,0.0,0.02988111792483275,0.0,0.0,0.0,0.0,0.0,0.03499484603475368,0.048920695369300174,0.0,0.0,0.04275840887058069,0.0,0.0,0.048920695369300174,0.0,0.0,0.0,0.0,0.0,0.09784139073860036,0.0,0.048920695369300174,0.0,0.0,0.0,0.0,0.048920695369300174,0.0,0.0,0.0,0.048920695369300174,0.048920695369300174,0.0,0.0,0.0,0.0644478210409542,0.0,0.048920695369300174,0.0365961223718612,0.0,0.04275840887058069,0.0,0.026061624021757608,0.0,0.03499484603475368,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.1111114979893614,0.1111114979893614,0.0,0.0,0.0,0.0,0.08718493923114297,0.0,0.0,0.1111114979893614,0.0,0.0,0.0,0.07948230775289916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111114979893614,0.0,0.0,0.09711535834450226,0.0,0.0,0.0,0.0,0.0,0.0,0.1111114979893614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111114979893614,0.0,0.0,0.0,0.0,0.09711535834450226,0.1111114979893614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111114979893614,0.0,0.0,0.0,0.0,0.0,0.041559609349821565,0.0,0.0,0.1111114979893614,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17389894292555808,0.0,0.0,0.0,0.0,0.0,0.0,0.07441842626678878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27,0.0,0.0,0.08308000979153124,0.0,0.14592761104370844,0.14592761104370844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275458660473086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1275458660473086,0.0,0.0,0.0545820605254544,0.0,0.0,0.0,0.1275458660473086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14592761104370844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07774032042482018,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23891757820253465,0.0,0.0,0.18746947808078554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4176447377959277,0.0,0.0,0.20882236889796385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13602137795903632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23891757820253465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
